PERSON_ID,PERSON_TYPE,CRASH_RECORD_ID,RD_NO_x,VEHICLE_ID,CRASH_DATE_x,CITY,STATE,ZIPCODE,SEX,AGE,SAFETY_EQUIPMENT,AIRBAG_DEPLOYED,EJECTION,INJURY_CLASSIFICATION,DRIVER_ACTION,DRIVER_VISION,PHYSICAL_CONDITION,BAC_RESULT,CRASH_YEAR_x,RD_NO_y,CRASH_DATE_y,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION,CRASH_YEAR_y,TIME
O1200733,DRIVER,fb03bd0260be42202f9a02095f18aab86c253791e6969af2d6286c30b00a313dcb03136565eb24beab1ca6f510b2418bcc041ec90fc5f55ab867f158d2fd2c96,JE402192,1139292.0,10/08/2021 04:08:00 AM,CHICAGO,IL,60629,F,63.0,USAGE UNKNOWN,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,UNKNOWN,NORMAL,TEST NOT OFFERED,2021,JE402192,10/08/2021 04:08:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",TURNING,FOUR WAY,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,Y,"OVER $1,500",10/08/2021 04:25:00 AM,DISREGARDING TRAFFIC SIGNALS,FAILING TO REDUCE SPEED TO AVOID CRASH,5500,S,KOSTNER AVE,813.0,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4,6,10,41.793022165,-87.73310677,POINT (-87.733106769964 41.793022164526),2021,248
O1238062,DRIVER,e60a587b462d2de1119745b2d28d8b8ce213617e6c03a967d7bfc7c5932dc07101ef74699902c8b43561afe5296f748b20b598484214ebc18478519dbaebf989,JE463773,1175068.0,12/02/2021 01:12:00 PM,CHICAGO,IL,60649,M,22.0,SAFETY BELT USED,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,TEST NOT OFFERED,2021,JE463773,12/02/2021 01:12:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,N,"$501 - $1,500",12/02/2021 04:30:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,4500,S,ASHLAND AVE,924.0,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,13,5,12,41.812130522,-87.66520825299999,POINT (-87.665208252918 41.812130521918),2021,792
O1171318,DRIVER,a14afa169705e7e8c80ac8eb930e87f2e82113074960fd4932f503bc7f9fcf3865dde3ce191843cd67ce101f4a63091cdeb6bdc21e684eeb6ecc44c6ab2f2563,JE352994,1111138.0,08/28/2021 12:00:00 PM,CHICAGO,IL,60657,F,74.0,SAFETY BELT USED,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,TEST NOT OFFERED,2021,JE352994,08/28/2021 12:00:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,Y,"$501 - $1,500",08/28/2021 12:25:00 PM,IMPROPER TURNING/NO SIGNAL,UNABLE TO DETERMINE,3125,N,SHERIDAN RD,1934.0,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12,7,8,41.938527771,-87.639346891,POINT (-87.639346890639 41.938527770905),2021,720
O1133476,DRIVER,53102c56ac0cef4ae7fa9461e276a4f64d744b3019da514a6dcc60620ce166b5bcb9295ccf048f5a050f58589910d6c5210837cef30ec86f587b430a46665fa8,JE290840,1075152.0,07/04/2021 12:01:00 AM,CHICAGO,IL,60827,F,41.0,SAFETY BELT USED,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,NONE,UNKNOWN,NORMAL,TEST NOT OFFERED,2021,JE290840,07/04/2021 12:01:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,Y,"$501 - $1,500",07/05/2021 01:00:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,5517,S,STATE ST,225.0,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,1,7,41.793810467,-87.62553173100001,POINT (-87.625531730703 41.793810467364),2021,1
O1248578,DRIVER,267f1195170f840fec3f930d31c93a83cdc03e69b8ecd5d814c6151b34bb8efc006f28b70385426b28d138af4d6500ded2be71a70ccaac4f3984ca600baa7fc3,JE481735,1185088.0,12/17/2021 09:00:00 AM,CHICAGO,IL,60632,F,37.0,SAFETY BELT USED,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,TEST NOT OFFERED,2021,JE481735,12/17/2021 09:00:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT REPORTED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,Y,"$501 - $1,500",12/18/2021 01:20:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,32,N,LEAVITT ST,1223.0,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9,6,12,41.882118577,-87.68168916200001,POINT (-87.681689161914 41.882118576528),2021,540
O1181810,DRIVER,240912a7dc365994b66da2bc1e5ebcf2b81ebde55835a353722880a049e346cef8d89b3d3de5e959faaec322aba5ba4c865c5af75449eb0b11c1c14560d7f025,JE370365,1121204.0,09/12/2021 03:15:00 AM,WESTCHESTER,IL,60154,F,53.0,SAFETY BELT USED,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,TEST NOT OFFERED,2021,JE370365,09/12/2021 03:15:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,Y,"OVER $1,500",09/12/2021 03:26:00 AM,DISREGARDING TRAFFIC SIGNALS,NOT APPLICABLE,4400,W,ARMITAGE AVE,2522.0,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3,1,9,41.917153949,-87.73639149,POINT (-87.736391489951 41.917153949114),2021,195
O1132362,DRIVER,2afa18bf3009eaae990bd7e3fba8fb117e0fab1aad64b7975fd04120caf334a3cd2a1f87186f0ac542959299e5080e9fc421396cc5862189af15a3dcd394c3a2,JE289141,1074120.0,07/03/2021 11:40:00 PM,MAYWOOD,IL,60153,M,34.0,SAFETY BELT USED,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,TEST NOT OFFERED,2021,JE289141,07/03/2021 11:40:00 PM,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,Y,"OVER $1,500",07/03/2021 11:50:00 PM,IMPROPER TURNING/NO SIGNAL,IMPROPER OVERTAKING/PASSING,2980,W,ROOSEVELT RD,1135.0,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,23,7,7,41.866566138,-87.700729405,POINT (-87.700729405116 41.866566138226),2021,1420
O1175175,DRIVER,ff5c1c38a4ae34159b44870d2d3d3bf40f4e90a78dd74c713ead0dc4a72ad788ccec18091711fffcf851ec5168ff93d7d6fe82ba452d2a21a1e1e29829f3fe7f,JE359195,1114828.0,09/02/2021 08:00:00 AM,CHICAGO,IL,60617,M,34.0,SAFETY BELT USED,DID NOT DEPLOY,NONE,"REPORTED, NOT EVIDENT",NONE,NOT OBSCURED,UNKNOWN,TEST NOT OFFERED,2021,JE359195,09/02/2021 08:00:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,Y,"OVER $1,500",09/02/2021 03:20:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,8301,S,JEFFERY BLVD,414.0,4,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,3.0,0.0,8,5,9,41.744497566999996,-87.57571046700001,POINT (-87.57571046713 41.744497566769),2021,480
O1089029,DRIVER,4a2b7c34be8e275ba66fc7f7fc04a29a3f5ff92e76da15a9155c44f82e9f8dc3569e088a4b857f6a861f5ab8a3b98096abae5fb7aad2d50aa92ca12762c8dc3d,JE220117,1032897.0,05/05/2021 08:30:00 AM,CHICAGO,IL,60609,M,53.0,USAGE UNKNOWN,DID NOT DEPLOY,NONE,"REPORTED, NOT EVIDENT",NONE,NOT OBSCURED,NORMAL,TEST NOT OFFERED,2021,JE220117,05/05/2021 08:30:00 AM,30,TRAFFIC SIGNAL,UNKNOWN,CLEAR,DAYLIGHT,REAR END,FOUR WAY,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,Y,"OVER $1,500",05/05/2021 08:40:00 AM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,5501,S,HALSTED ST,711.0,2,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,2.0,0.0,8,4,5,41.793873908,-87.645001611,POINT (-87.645001610931 41.793873907747),2021,510
O1108100,DRIVER,2619e49b8525df84bd2af43811e7a4cb3f693a51ad8dc134dec1f0af6a48a56a328b5b2d4760762640e62d26a0a4cced53e3c21e4b92043c923358d77b2e6645,JE250689,1051145.0,06/02/2021 02:25:00 AM,CHICAGO,IL,60616,M,30.0,SAFETY BELT USED,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,TEST NOT OFFERED,2021,JE250689,06/02/2021 02:25:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,Y-INTERSECTION,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,Y,"OVER $1,500",06/02/2021 03:00:00 AM,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,336,W,ONTARIO ST,1831.0,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2,4,6,41.893256711,-87.63700779700001,POINT (-87.637007797127 41.893256711085),2021,145
O1099265,DRIVER,e43594e07265c4d82b92bf567607ecfca7952e1d9c2d7b63c59166fb168ebcc4e982e97a875f27d69aac0e0ecba1030fbd1cada5a23af477a693e45d92d24080,JE236717,1042685.0,05/12/2021 03:08:00 PM,CHICAGO,IL,60614,M,17.0,SAFETY BELT USED,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,TEST NOT OFFERED,2021,JE236717,05/12/2021 03:08:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,Y,"OVER $1,500",05/20/2021 06:45:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,700,W,ROOSEVELT RD,1232.0,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,15,4,5,41.867287162,-87.64524694200001,POINT (-87.645246941532 41.867287162218),2021,908
O1099145,DRIVER,1d1a028bc125b8bb8719f7c9c59cf0d1e36dd6658e6af3ec1768939f6ebb422ac0991045924883589b6623ec2301dc9768fa1bdc6e374d42196d6b640adeb160,JE236606,1042575.0,05/20/2021 03:30:00 PM,CHICAGO,IL,60621,F,32.0,SAFETY BELT USED,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,TEST NOT OFFERED,2021,JE236606,05/20/2021 03:30:00 PM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,Y,"OVER $1,500",05/20/2021 05:15:00 PM,DISREGARDING OTHER TRAFFIC SIGNS,UNABLE TO DETERMINE,1228,E,76TH ST,411.0,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15,5,5,41.756980568,-87.594150881,POINT (-87.594150881083 41.756980568043),2021,930
O1151341,DRIVER,991bd4448a48940ae566b73e45d03fbd9fb4103d57fb021fdde498795a26c06358d94e74da822cdd52ab16caebec9107f35c6418cfe7adecfc2a55300d0d87b6,JE320189,1092144.0,07/30/2021 04:30:00 PM,CHICAGO,IL,60609,F,80.0,SAFETY BELT USED,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,TEST NOT OFFERED,2021,JE320189,07/30/2021 04:30:00 PM,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,REAR END,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,Y,"$501 - $1,500",07/30/2021 06:00:00 PM,DISREGARDING TRAFFIC SIGNALS,FOLLOWING TOO CLOSELY,78,E,PERSHING RD,213.0,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16,6,7,41.823861662,-87.623459253,POINT (-87.623459252843 41.82386166214),2021,990
O1199308,DRIVER,3eda16da071c19239f7d7dfc539515275614db65063b68160523da2c8a022033b25961b4dbd76d278877f6fed7e06ef333591acbc7f4c506138f747b93d9af7e,JE399763,1137940.0,10/06/2021 06:59:00 AM,CHICAGO,IL,60609,F,27.0,SAFETY BELT USED,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,OTHER,NOT OBSCURED,NORMAL,TEST NOT OFFERED,2021,JE399763,10/06/2021 06:59:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DUSK,REAR END,Y-INTERSECTION,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,Y,$500 OR LESS,10/06/2021 07:05:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,399,E,MARQUETTE RD,322.0,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6,4,10,41.772858908,-87.61552915,POINT (-87.615529150239 41.772858908112),2021,419
O1168418,DRIVER,eba31a71e606c7eb9cbb0416d1efd53e2f4092c1c5dcc18fdf980674683d1dd170ffdd95245be5c740f8307b04acfb398b805a0c263b57aa0bab1bd2777129fc,JE348280,1108370.0,08/24/2021 12:29:00 PM,PARK FOREST,IL,60466,M,30.0,USAGE UNKNOWN,"DEPLOYED, COMBINATION",NONE,NO INDICATION OF INJURY,OTHER,NOT OBSCURED,NORMAL,TEST NOT OFFERED,2021,JE348280,08/24/2021 12:29:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,Y,"OVER $1,500",08/24/2021 12:30:00 PM,DISREGARDING TRAFFIC SIGNALS,NOT APPLICABLE,6900,S,DR MARTIN LUTHER KING JR DR,322.0,2,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,2.0,0.0,12,3,8,41.769246677,-87.61549896,POINT (-87.61549895992 41.769246676973),2021,749
O1186480,DRIVER,d6a48f87f47de440be8d53136679db64ad05b10c5b6fd578e7e83a27b326189fca9357df6581874cd2e3a227d33bdb8a313697d62421d6004386297895105ac9,JE377965,1125642.0,09/18/2021 01:34:00 AM,BLACKLICK,OH,43004,M,35.0,USAGE UNKNOWN,NOT APPLICABLE,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,TEST NOT OFFERED,2021,JE377965,09/18/2021 01:34:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DUSK,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,Y,"$501 - $1,500",09/18/2021 03:00:00 AM,IMPROPER TURNING/NO SIGNAL,IMPROPER LANE USAGE,138,W,ONTARIO ST,1832.0,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,7,9,41.893318981,-87.63256860700001,POINT (-87.632568606637 41.8933189813),2021,94
O1138040,DRIVER,a76d9e6bf2ad0f0dc6094e14ffc77bedfc3fe886576c6729e944bd046789d891b6f7aa70470193e187b1f25a4bdad5832f2ccf669eae404990bf1e045131406c,JE298304,1079457.0,07/11/2021 08:10:00 PM,CHICAGO,IL,60619,F,20.0,SAFETY BELT USED,DID NOT DEPLOY,NONE,NONINCAPACITATING INJURY,NONE,NOT OBSCURED,NORMAL,TEST NOT OFFERED,2021,JE298304,07/11/2021 08:10:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,Y,"OVER $1,500",07/11/2021 09:49:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,7900,S,MORGAN ST,612.0,3,NONINCAPACITATING INJURY,4.0,0.0,0.0,4.0,0.0,2.0,0.0,20,1,7,41.750475193,-87.64903192,POINT (-87.649031919951 41.750475192888),2021,1210
O1230379,DRIVER,58c97e06be45f350aa64cf73658a8f2419f2d3c06d1e26bb50798c8fdb24a1911ee3851d90e9cd2e8671a2c3aacfd59daa51e3cf3da1e5c037170f1e87e63e52,JE450640,1167660.0,11/19/2021 03:30:00 PM,CHICAGO,IL,60637,M,82.0,SAFETY BELT USED,DID NOT DEPLOY,NONE,"REPORTED, NOT EVIDENT",NONE,NOT OBSCURED,NORMAL,TEST NOT OFFERED,2021,JE450640,11/19/2021 03:30:00 PM,35,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,Y,"OVER $1,500",11/19/2021 04:31:00 PM,UNABLE TO DETERMINE,FAILING TO YIELD RIGHT-OF-WAY,1600,E,72ND ST,324.0,2,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,1.0,0.0,15,6,11,41.764348446999996,-87.58584516799999,POINT (-87.585845168175 41.764348446598),2021,930
O1240652,DRIVER,a6a50cb5ab0d88eec0996db40121b0f7f18aee47973e874e4db2c37f93603f905e16b496d036a3a9a68a34307c8337e01fa36188636c5fa942cb0944f911859a,JE467910,1177517.0,12/06/2021 12:06:00 PM,SAUK VILLAGE,IL,60411,M,63.0,SAFETY BELT USED,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,TEST NOT OFFERED,2021,JE467910,12/06/2021 12:06:00 PM,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,Y,"$501 - $1,500",12/06/2021 12:55:00 PM,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,IMPROPER OVERTAKING/PASSING,6300,S,SEELEY AVE,726.0,2,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,2.0,0.0,12,2,12,41.779211516,-87.67526716399999,POINT (-87.675267164283 41.779211516206),2021,726
O1161225,DRIVER,4a40e911c36119f0724aa52bdc952e395d776c9fc87acdaa5a58cda57421f309a32b7ef2bfa8396fe7ddae752b473287d828248a130bb86a1e0d3ac275fc454a,JE336471,1101536.0,08/13/2021 06:58:00 PM,CHICAGO,IL,60649,M,35.0,USAGE UNKNOWN,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,OTHER,NOT OBSCURED,UNKNOWN,TEST NOT OFFERED,2021,JE336471,08/13/2021 06:58:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDESTRIAN,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,Y,"OVER $1,500",08/13/2021 06:58:00 PM,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER","OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",1,W,63RD ST,312.0,3,INCAPACITATING INJURY,1.0,0.0,1.0,0.0,0.0,3.0,0.0,18,6,8,41.779948151999996,-87.625427085,POINT (-87.625427084647 41.779948151941),2021,1138
O1054274,DRIVER,1a239e5ac24f5e5b253b489e1c5983891b789af34c4a00f870e238ebc6b001d8cb7c464a36d08986973745a879877aae8273a04f4c2fb1cbb5b5bc0264202ee2,JE160584,999648.0,03/06/2021 03:21:00 AM,CHICAGO,IL,60632,M,21.0,USAGE UNKNOWN,"DEPLOYED, FRONT",NONE,NO INDICATION OF INJURY,DISREGARDED CONTROL DEVICES,UNKNOWN,UNKNOWN,TEST NOT OFFERED,2021,JE160584,03/06/2021 03:21:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,Y,"OVER $1,500",03/06/2021 03:34:00 AM,DISREGARDING TRAFFIC SIGNALS,NOT APPLICABLE,1998,W,GARFIELD BLVD,932.0,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3,7,3,41.794026691,-87.67424139299999,POINT (-87.674241393024 41.79402669073),2021,201
O1243509,DRIVER,086a8680f0e16fc66dca3d30f6899fa0c744b45facfa50bac56406c3ff6c2b4194fed46289eb0f4985ba465a7624fd5c4fa826a060112a4e6c08a4d48acae2ff,JE472903,1180215.0,12/10/2021 03:59:00 PM,CHICAGO,IL,60647,F,40.0,SAFETY BELT USED,"DEPLOYED, FRONT",NONE,"REPORTED, NOT EVIDENT",NONE,NOT OBSCURED,NORMAL,TEST NOT OFFERED,2021,JE472903,12/10/2021 03:59:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DARKNESS,TURNING,FOUR WAY,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,Y,"OVER $1,500",12/10/2021 05:08:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,2958,N,MILWAUKEE AVE,2523.0,2,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,1.0,0.0,15,6,12,41.935039454,-87.71742528,POINT (-87.717425279568 41.935039454421),2021,959
O1026550,DRIVER,29e3508379c191f442e0163f1b4da74e0afeee77076d654344716a5600e17cf04b2465b1ea3bf5b13b2aae3de43d90b9c1e82724cb90b21ad5d273fe14906aca,JE116302,972961.0,01/18/2021 01:51:00 PM,CHICAGO,IL,60629,M,79.0,USAGE UNKNOWN,"DEPLOYED, COMBINATION",NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,TEST NOT OFFERED,2021,JE116302,01/18/2021 01:51:00 PM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,Y,"OVER $1,500",01/18/2021 01:51:00 PM,DISREGARDING TRAFFIC SIGNALS,UNABLE TO DETERMINE,5901,S,LOOMIS BLVD,713.0,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13,2,1,41.786728861,-87.65939041899999,POINT (-87.659390419108 41.786728861022),2021,831
O1082874,DRIVER,b2bd703cd282e941c0d1a017c09fde9b09a33aee5dbd8268797d03b09771ae52fbc5e14d6ca78f0f310c1ac64b55a40eb974fb5f54d1fa9dc98dfe53485aa8ae,JE210190,1028291.0,04/26/2021 04:50:00 AM,BRIDGEVIEW,IL,50455,F,44.0,SAFETY BELT USED,DID NOT DEPLOY,NONE,NO INDICATION OF INJURY,NONE,NOT OBSCURED,NORMAL,TEST NOT OFFERED,2021,JE210190,04/26/2021 04:50:00 AM,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,Y,"OVER $1,500",04/26/2021 04:53:00 AM,DISREGARDING TRAFFIC SIGNALS,FAILING TO REDUCE SPEED TO AVOID CRASH,6559,W,ARCHER AVE,811.0,2,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4,2,4,41.792141119,-87.786626362,POINT (-87.786626362305 41.792141118758),2021,290
